NO,TITLE,REFRENCE NO. ,DATE,URL LINK,Keyword/s,Category,Responsible Office
309,"DILG LO No. 68, series of 2021",LO-68s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_af787bcdc2.pdf,"DILG LO No. 68, series of 2021",,
308,"DILG LO No. 69, series of 2021",LO-69s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_d7747acdce.pdf,"DILG LO No. 69, series of 2021",,
307,"DILG LO No. 70, series of 2021",LO-70s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_f4cfc11746.pdf,"DILG LO No. 70, series of 2021",,
306,"SB of Dolores, Quezon, vis-Ã -vis its order for discontinuation of the implementation of the water system project being undertaken by the UDENNA water integrated (Resolution no. 172-2020)",LO-71s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_d1daf5279e.pdf,UDENNA water integrated (Resolution no. 172-2020),,
305,Predicament in the enactment of the Annual Appropriation Ordinance of Quezon Province,LO-72s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_307492c15d.pdf,Annual Appropriation Ordinance ,,
304,Whether the proposed elevated structure would fall within the meaning of road obstruction,LO-73s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_6bf06ca71e.pdf,road obstruction,,
303,Penalty of SB Caoayan Ordinance on the mandatory wearing of facemask by all persons in public places,LO-74s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_6a2ba0c42a.pdf,Penalty of SB Caoayan Ordinance,,
302,Is the budget of SB requires approval from the LCE on the basis of new government forms issued by the DBM,LO-75s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_1a7a13a4ac.pdf,the budget of SB,,
301,"Government officials, Treasurer and Provincial Assessor engaged to business transactions in government (Balayan Batangas)",LO-76s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_eee95b308f.pdf,Government officials,,
300,Can the MILG allow the relocation of the gov site to a privately owned land without public consultation or hearing,LO-77s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_4407c7b2e8.pdf, public consultation or hearing,,
299,Issue of idle lands tax and illegal settlers in Pasig City,LO-78s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_4eee323c26.pdf,Issue of idle lands,,
298,"Whether the local government in Malabon can require payment of tax assessment duly appealed in the RTC, as a pre-requisuite for renewal of business",LO-79s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_04f86222a3.pdf,renewal of business,,
297,"What SB can do re the plan of Mayor to convert the town plaza,park into a multi-purpose building/evacuation center even against the guidance of NHCP",LO-80s2021,25/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022425_33ab2c7292.pdf, multi-purpose building,,
296,"What specific provisions under the RA 7610- jurisdiction responsibility for settlement of boundary dispute and what definite timeline under AO No. 270,s 1991",LO-81s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_6a39bc264f.pdf,under the RA 7610,,
295,Creation of ordinance providing for representation of the Sangguniang barangay kagawad in the sangguniang panlalawigan not only amended the LGC,LO-82s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_6d3a5b4583.pdf,Creation of ordinance,,
294,"Whether the proposed ordinance is within the local sanggunian's power to enact or amend, and if the actions of the Sangguniang Panlungsod is considered as favourable",LO-83s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_115ab78204.pdf,proposed ordinance,,
293,"Internal rules and procedures of the sanggunian and LGC, whether or not parliamentary procedures is followed by the preceedings in the sangunian are to be derived fr the published materials",LO-84s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_99e40ce660.pdf,Internal rules and procedures,,
292,"Whether Punong Brgy, whose wife owns a processed food factory, gives out relief goods with brands similar to those coming from the factory violates tehe rule on conflict interest",LO-85s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_4178367b2e.pdf, wife owns a processed food factory,,
291,"DILG LO No. 86, series of 2021",LO-86s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_9d1339846b.pdf,"DILG LO No. 86, series of 2021",,
290,Is it possible for the SB to grant legislative franchise despite the existence of the residential areas in the area- cockpit,LO-87s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_c8a2e3173b.pdf,grant legislative franchise ,,
289,Whether or not the uneexpended honoraria os SK Chairperson can be utilized as payment for the Productivity Enhancement Incentive (PEI) of Barangay Officials,LO-88s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_c9c3b68c7f.pdf,neexpended honoraria,,
288,Whether the accrued leave credits of brgy officials may accumulate for one year and if brgy officias covered by the maternity leave,LO-89s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_85d74fcfcd.pdf,the maternity leave,,
287,"Acts of Vice Mayor, he pre-emptively denied the call for special session to deliberate a certified urgent matter by the City Mayor",LO-90s2021,26/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022426_923fcfbe61.pdf,pre-emptively denied,,
286,"Pending the designation from SILG of the highest ranking sangguniang bayan member as Acting Vice Mayor, what will be his official designation",LO-91s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_1c0609c8c8.pdf,designation from SILG,,
285,Legal existence of barangay Lipunan in the City of Baguio in relation to its alleged non-existence -abolition of local government units,LO-92s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_84583e48d9.pdf,Legal existence,,
284,"The scope and extent of delegated functions to local legislative bodies, eps during implementation of government infrastructures project- Issue of the creation of an executive legislative oversignt committee (ELOC)",LO-93s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_e66f1ace81.pdf,executive legislative oversignt committee (ELOC),,
283,Sangguniang panlungsod Members of Malolos conducted session without presence of Vice mayor and others members of the sanggunian,LO-94s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_2ea227d059.pdf,Sangguniang panlungsod Members ,,
282,Grant of time allowances to persons deprived of liberty,LO-95s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_bb765ae628.pdf,Grant of time allowances,,
281,Whether or not the SB may enact its own ordinance with with a penal provision different from that of existing SP ordinance/ ISLAW,LO-96s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_4f075184c9.pdf,penal provision,,
280,Source of fund for salary of the newly designated sanggunian Bayan member/temporary vacancies in the sanggunian,LO-97s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_83e0ed9a27.pdf,sanggunian Bayan member,,
279,Recommending to Governor for the issuance of a 60 day preventive suspension order against Mayor/Temporary Restraining Order TRO,LO-98s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_2b302887da.pdf,Recommending to Governor ,,
278,Whether vetoed items which are not overrriden by the SP can be reenacted/provisions,LO-99s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_ff33a9ccb5.pdf,reenacted/provisions,,
277,Are ex-officio members of the Sangguniang panlalawigan allowed to vote in the re-organization of the same body and its standing committees,LO-100s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_67e4e91684.pdf,ex-officio members,,
276,Alleged witholding of salaries and allowances of Sanggunian Bayan members as the Municipality is currently operating on a re-enacted budget,LO-101s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_816b2e8097.pdf,witholding of salaries and allowances,,
275,Whether or not the SB accreditation is necessary before PAGLAOM could be permitted by the barangay to conduct an activity to give assistance to less fortunate people in term of food,LO-102s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_80ab2c6481.pdf,PAGLAOM ,,
274,Whether the LCE can authorize the Mun Administrator thru executive order to indorse urgent measures to the SB duly signed by the Mun Administrator,LO-103s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_8601cff59d.pdf,Mun Administrator,,
273,Does the SB has the right to pend or prevent the assumption of the Vice president of the Pederasyon Kabataan as ex-officio member of the SB/conducted re- election,LO-104s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_8d99eb4da4.pdf,Pederasyon Kabataan as ex-officio ,,
272,Which political party will the appointee to the resultant permanent vacancy in the SPanlungsod after aplying the rule on automatic succession,LO-105s2021,28/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022428_cc1fc17a81.pdf,Spanlungsod as the legislative unit,,
271,Whether the Spanlungsod as the legislative unit of the LGU can require attendance/reply from the department head in committee hearings,LO-106s2021,29/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022429_d521931bf7.pdf,department head in committee hearings,,
270,whether or not the barangay can validly procure/transact a land outside its territorial jurisdiction for the construction of its multi-purpose building,LO-107s2021,29/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022429_ef47be68d8.pdf,territorial jurisdiction,,
269,Is there a mandate that the SB shall conduct series of committee hearings relative to the passage of annual budget,LO-108s2021,29/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022429_245af7f276.pdf,SB shall conduct series of committee,,
268,Is it valid in approving annual investment program with the attendance of the presiding officer and vice mayor being done by teleconferencing which out of the country,LO-109s2021,29/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022429_aff2f5672c.pdf, approving annual investment,,
267,Legality of naming an anti-crime group after an incumbent local chief executive,LO-110s2021,29/04/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022429_5f7bbac87e.pdf,incumbent local chief executive,,
266,Treatment of indefinite leave of absence and the determination of what constitutes simple majority and qualified majority under IRR,LO-111s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_db3a6204b3.pdf,qualified majority under IRR,,
265,Appointment controversy in Sangguniang panlungsod member of Tacurong City Sultan Kudarat,LO-112s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_245393133a.pdf,Appointment controversy ,,
264,If SB are not amenable to the inclusion of allocation for Job Orders in Supplemental budget,LO-113s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_a90ccf5ed7.pdf,Job Orders in Supplemental budge,,
263,"Investigation on the certificate of indigency issued by barangay caridad, Bago City",LO-114s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_73792e72a2.pdf,Investigation on the certificate,,
262,Is the Brgy council allowed to get extracted material on the premise that others extracted those from a government property/ gratuitous permit/ cancel permit to quarry,LO-115s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_c573659ade.pdf,cancel permit to quarry,,
261,Alleged refusal of elected Mayor to recognized automatic assumption as acting mayor of Claveria since she is still claiming herself able to work despite her sickly condition and long continued absences,LO-116s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_29a722fffc.pdf,Alleged refusa,,
260,Irregular actions of Sangguniang Barangay Member Amado Lalic which includes replacing all key personnel in the brgy during his preventive suspension,LO-117s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_4523436b57.pdf,Irregular actions ,,
259,Can the mayor validly w/hold the salaries and allowances of the sanggunian members for the sole reason of failure to enact the appropriation ordinance to the current year,LO-118As2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_c5fa4810c7.pdf,LO-118As2021,,
258,Can the mayor validly w/hold the salaries and allowances of the sanggunian members for the sole reason of failure to enact the appropriation ordinance to the current year,LO-118Bs2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_c5fa4810c7.pdf,LO-118Bs2021,,
257,Designation of Hon Fredelino Agpuldo as OIC of the Local Chief Executive,LO-119s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_1ea83ab9f5.pdf, Local Chief Executive,,
256,"Tax imposed by the Province of Camarines Norte- stones, sand, gravel- quarry resources",LO-120s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_6272f9cd91.pdf,Tax imposed,,
255,Can a member of sangguinang barangay found guilty under RA-9165 automatically return/resume his position pending full compliance and completion beyond the credited period of confinement,LO-121s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_debca38212.pdf, RA-9165,,
254,Whether or not the recommendation requirment provided in Sec 45 (3) RA 7160 presupposes that there should be no objection over the process,LO-122s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_f8defe2970.pdf,Sec 45 (3) RA 7160,,
253,"Whether or not the issuance by the President of the certificate that an appeal was timely files or an order from the OP directing the submission of Appeal Memo and other records of the case, has the effect of automatically staying the execution of the order of imposing preventive suspension",LO-123s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_c101ff1180.pdf,submission of Appeal Memo,,
252,"If the punong barangay win or lose candidacy , is there ipso facto automatic lose of right to continue term of office and consequently, the first kagawad assumed office as the punong barangay",LO-123As2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_822bc2a522.pdf, barangay win or lose candidacy,,
251,Approving the 2021 SK fund utilization of Northern Cababuyan Hingyon,LO-124s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_3505644309.pdf,Approving the 2021 SK ,,
250,"Whether two individuals, one living in Taguig City and another in Cabuyao, Laguna, but both working in the same barangay be considered residents, so that the lupong tagapamayapa may exercise authority to bring them together for an amicable settlement",LO-125s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_5bf956cf2a.pdf,amicable settlement,,
249,Whether or nor the appointment of the daughter of one of the menbers of sanggunian barangay as a barangay secretary by the punong barangay constitutes nepotism,LO-126s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_be57dcf3a6.pdf,punong barangay constitutes nepotism,,
248,"Is vaccination card essential requirment foe the renewal of appointment of a JO; No vaccine, no entry policy in government buildings",LO-127s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_a62ff5f07b.pdf,card essential requirment foe,,
247,Whether you may register as a one person corporation (OPC) under chapter III of RA 11232 in order to appoint a person to manage a family properties,LO-128s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_fa9b569284.pdf,one person corporation (OPC),,
246,"DILG LO No. 129, series of 2021",LO-129s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_18cc8cd972.pdf,"DILG LO No. 129, series of 2021",,
245,"Vice Mayor asking DILG to install him as official mayor of Paoay, Ilocos Norte in order to discharge fully all the duties and responsibilities",LO-130s2021,04/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-202254_4981cd3c9e.pdf,discharge fully all the duties and responsibilities,,
244,Dispatching Fee- collected from operators and/or drivers of PUV,LO-01s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_09f53054cb.pdf,operators and/or drivers of PUV,,
243,"In the absence of fraud and other exceptions under the law, it is safe to conclude that the City Treasurer may not complete the delinquent tax payer to pay the unpaid taxes beyond the 5 year period",LO-02s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_65f301e9b9.pdf,absence of fraud and other exceptions,,
242,"Whether or not you should affix signature signifying approval of the resolutions approved by the SP, denying the request for extension of time filed by the respondent and the resolutions passed by the SP recommending for the preventive suspension of the respondent",LO-03s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_023d09cd2b.pdf,denying the request for extension,,
241,Whether or not the Governor may hold in abeyance the implementation of the preventive suspension against Mayor Alicia Ty and Vice-Mayor Rolando Manuel Ty,LO-04s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_1f31ef6c70.pdf,preventive suspension,,
240,Imposition of penalty by virtue of the sangguniang Bayan Resolution 2020-197,LO-05s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_da911a731f.pdf,sangguniang Bayan Resolution 2020-197,,
239,Whether or not it is legal for punong barangay lising to bar IREDC representative/s from entering the property they own,LO-06s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_54c4b0409e.pdf,IREDC representative/s,,
238,Guidance re the conduct of Sangguniang Kabataan Federation Special Election,LO-07s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_964ea5c06c.pdf,Sangguniang Kabataan Federation Special Election,,
237,Propriety of using the barangay development fund to subsidize the monthly amortization of the informal settllers,LO-08s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_93f165d44d.pdf, monthly amortization,,
236,Assistance in relation to the relocation of barangay Site and other barangay facilities,LO-09s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_341e67b1e0.pdf,barangay facilities,,
235,"Utilization of Project- Expansion of level III, water system- MOA between La Paz and PAMANA",LO-10s2022,13/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022513_396e004eb5.pdf,Utilization of Project- Expansion,,
234,"Issues concerning the Balete Core housing project of barangay Balete (housing project) of Barangay Balete, located Sta. Theresa",LO-11s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_c70acc830a.pdf,Balete Core housing,,
233,Acting punong barangay requesting authority to appoint vacant positions,LO-12s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_955cd8f7ac.pdf,Acting punong barangay,,
232,"Resolution recommending the removal of SK Chairperson Recca Robles for dereliction of duty, abuse of authority",LO-13s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_27b8481f61.pdf,abuse of authority,,
231,"Whether the provision of Local budget Circular no 63- the province,city, mun where the brgy belongs cannot grant additional compensation to the barangay officials",LO-14s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_7e1616d960.pdf, Local budget Circular no 63,,
230,Whether you can reappointed as Lupon Clerk and Lupon Member in barangay,LO-15s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_454c1fbcb1.pdf,reappointed as Lupon Clerk ,,
229,Whether or not the RPOC head secretariat may issue peace and order for program certification to the province of Cotabato cased on re-anacted budget,LO-16s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_16ac5fb5ba.pdf,RPOC head secretariat,,
228,"Professional squatters and squatting syndicates found inside the subject properties in Sangandaan, Caloocan City",LO-17s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_a0134376b1.pdf,Professional squatters and squatting ,,
227,From GlobalTech mobile online corporation- introduction of peryahan ng bayan within the province of Zamboanga del sur and reiteration of the formal notice of the final and executory in cases R-PSG-19-00613-SC to 00621,LO-18s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_e3442fc4b7.pdf,GlobalTech,,
226,"Whether the absence of approval Mun Resolution/ordinace on rules administrative Investigation by the Sangguniang Bayan of Paniqui, Tarlac invalidates or nullify the SB resolution NO. 0111-s2021 for violation of due process guaranteed by 1987 Contitution",LO-19s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_66a32a2ed0.pdf,Mun Resolution/ordinace,,
225,What are the powers or limitations of the current appointed barangay council of barangay carmona,LO-20s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_e34201fa5d.pdf, powers or limitations,,
224,Complaint against Mayor Edmark Crisologo and administrative complaint filed against Punong baranggay Rubio Sindon,LO-21s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_9cca528502.pdf,Complaint against Mayor Edmark Crisologo ,,
223,"Estimated revenues in the total amountof 9,805,000 involving seven newly created barangays of San Pedro City, Laguna",LO-22s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_2b2962905b.pdf,Estimated revenues,,
222,Possibility of receiving salaries during tenure as acting Liga President pf the liga ng mga barangay (Lnb),LO-23s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_bfc52ed7a5.pdf,Liga President pf the liga ,,
221,"Whether or not barangay workers like barangay health workers ( BHWs), BNS and Day care workers are within the purview of barangay officials",LO-24s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_f6d4d9d650.pdf,barangay health workers,,
220,Can the sangguniang panlalawigan resolution revoke the resolution adopted by its quasi-judicial body when the said resolution was already implemented,LO-25s2022,16/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022516_336ca7a202.pdf, quasi-judicial body ,,
219,Whether a barangay may regulate the parking area outside a public market through an ordinance,LO-26s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_ea97a34344.pdf,public market ,,
218,Whether the designated officials are authorized to sign any barangay development plan (BDP) and barangay development investment plan (BDIP),LO-27s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_33e19d67d5.pdf,designated officials,,
217,The non-contact apprehension being implemented by different local government units- driver's license,LO-28s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_c612c6a060.pdf, local government units- driver's license,,
216,Whether the LGU may turn over the management of its water system facility to the local water district to be able to implement the very objective of the facility supply potable water to the entire mun,LO-29s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_440c0fda48.pdf, LGU may turn over the management ,,
215,Whether or not the disbursements of funds were legal in light of Section 305 of RA 7160 which requires the passing of an appropriation ordinance before public funds can be paid out local treasury,LO-30s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_a6e6b093f7.pdf,Section 305 of RA 7160,,
214,Provincial ordinance adopting IPMR per legislative district in the sangguniang panlalawigan of the province of Davao Oriental,LO-31s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_69b5410399.pdf, ordinance adopting IPMR ,,
213,Clarification on the salary and benefits of removes liga ng mga barangay (LnB) president and and ex-officio SBM by virtue of a provincial lnb resolution,LO-32s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_04a5fec93d.pdf,liga ng mga barangay (LnB),,
212,Alleged inaction of Sangguniang Bayan to approved the budget proposal foy CY 2022 of Davao Oriental,LO-33s2022,17/05/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022517_7510351d79.pdf,budget proposal foy CY 2022,,
211,If there is a power of Sangguniang Panlalawigan to review Ordinances of component municipalities under Sec 56 of the LGC of 1991,LO-34s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_fbf66318b4.pdf,Sec 56 of the LGC of 1991,,
210,Act of Sangguniang Bayan of Pateros in returning the Barangay Sta. Ana its Annual Plan and Budget on the ground of failure to justify the twenty nine (29) vacant appointive positions,LO-35s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_1a738279d8.pdf,Act of Sangguniang Bayan of Pateros,,
209,Whether this sanggunian still needs to conduct public hearing before the actual implementation of the ordinance wherein new fees will be collected to the citizens of Pateros,LO-36s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_81fab09a8f.pdf,citizens of Pateros,,
208,Whether or not an incumbent elected official may continue giving ayuda or financial assistance during the campaign period using the funds of his or her office,LO-37s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_410a175f0b.pdf,incumbent elected ,,
207,The propriety of the appoval of a DILG Undersecretary on the attendance of barangay officials to seminars outside the geographical area and outside the province,LO-38s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_199a242dc2.pdf,DILG Undersecretary,,
206,Are the allowances like RATA and clothing under Personal Services for regular employees can be considered as current obligation chargeable against the reenacted budget,LO-39s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_c709358b0d.pdf,allowances like RATA,,
205,Whether the use of a barangay or municipal owned vehicle in transporting voters to and from the venue of elections of director or board member of Batangas Electric Cooperative is allowed and considered for public purpose,LO-40s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_f6abfdf787.pdf,owned vehicle,,
204,The issuance of an Executive Order authorizing the utilization of their Economic Development fund and other source of funds in the form of housing materials to help the constituents whose dwellings were greatly devastated by Super Typhoon Odette,LO-41s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_5f60d84e98.pdf,Super Typhoon Odette,,
203,"Is the issuance and implementation of AO no 2. proper, that assumes a reenacted budget, considering that the annual budget for 2022 has still on its deliberation process",LO-42s2022,26/07/2022,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2022726_329d301bce.pdf,implementation of AO no 2,,
