NO,TITLE,REFERENCE NUMBER,RESPONSIBLE OFFICE ,DATE ,URL,KEY WORD/S
1226,Operational Guidelines on the Implementation of 2016 Performance Challenge Fund (PCF),MC2016-167,All Concerned,24/11/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161124_1820eaa27e.pdf,Operational Guidelines
1225,Attendance to the Workshop on Accessing Climate Finance,MC2016-168,"All Provincial Governors,City and Municipal Mayors of Davao Region (Region XI)",25/11/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161125_1d776ac614.pdf,Attendance to the
1224,National Day for Youth in Climate Action,MC2016-169,All Concerned,28/11/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161128_da557a7891.pdf,National Day for Youth in Climate Action
1223,Exemption of Medical and Dental Clinics from Mayor's Permit or Business Permit Requirement,MC2016-170,All Concerned,28/11/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161128_8de40e9e3f.pdf,Exemption of Medical
1222,2016 International Day for Persons with Disabilities,MC 2016-171,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors, and others concerned",29/11/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161128_8de40e9e3f.pdf,2016 International Day
1221,120th Anniversary of the Martyrdom of Dr. Jose Rizal,MC2016-172,All Concerned,01/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2016121_01b2cce3b0.pdf,120th Anniversary
1220,"Execuitve Order no. 04""Providing for the estab. and support of drug Abuse Treatment and Rehabilitation Centers throughout the Philippines"" and Dangerous Drugs Board (DDB)Board Regulation No.04 s. 2016 ""OPLAN SAGIP-Guidelines on Voluntarily surrender of Drug Users and dependents and Monitoring Mechanism of Brgy. Anti-Drug Abuse Campaigns""",MC2016-173,"All Provincial Governors,City/Municipal Mayors,Punong Barangays,The Philippine National Police Regional Director, Provincial Director, City / Municipal Chief of Police, DILG Regional and Field Officers,and others concerned",08/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2016128_9222c6edf0.pdf,Execuitve Order no. 04
1219,Reporting of Hardwares and Stores Selling Substandard Construction Materials,MC2016-174,"All Provincial Governors, Vice-Governors, City / Municipal Mayors, Vice Mayors , The Regional Governor of the Autonomous Region in Muslim Mindanao, DILG Regional Directors, and others concerned",09/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2016129_6586bd6e0c.pdf,Reporting of Hardwares
1218,Guidelines on Records Recovery and Disposal Measures,MC2016-175,All Concerned,09/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2016129_30bda83345.pdf,Guidelines on Records
1217,"Rules and Regulations on the Sale, Manufacture, Distribution and Use of Firecrackers and Other Pyrotechnic Devices",MC2016-176,All Concerned,14/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161214_88afeba505.pdf,Rules and Regulations
1216,Symposium on Mangroves for Climate Adaptive and Resilient Communities,MC2016-178,"Concerned Local Chief Executives and LGU Personnel,DILG Regional Directors of Regions 6,7,8,NIR and Others Concerned",21/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161221_4ddebf590e.pdf,Symposium on Mangroves
1215,"Clarifying Certain Regulation Re:Display Center for Pyrotechnic Devices Pursuant to DILG Memorandum Circular No. 2016-176,dated December 14,2016",MC2016-179,"All Provincial Governors, City and Municipal Mayors,DILG Regional Directors,The Regional Governor of the ARMM and All Others Concerned",21/12/2016,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-20161221_e42a3a0601.pdf,Clarifying Certain
1214,National General Assembly and Forum on Revenue Generation and Budget Authorization of the Lady Local Legislators League of the Philippines (Four-L),MC2017-01,"All Provincial Governors, City and Municipal Mayors,Punong Barangays, DILG Regional Directors,DILG ARMM Regional Secretary and others Concerned",05/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201715_82ff9eaadf.pdf,National General Assembly
1213,Attendance to the First International Conference on Integrated Natural Resources and Environmental Management (INREM 2017),MC2017-02,All Concerned,05/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201715_7a7d3785f6.pdf,Attendance to the
1212,Attendance to the 13th CBMS Philippines National Conference,MC2017-03,"All Provincial Governors, City / Municipal Mayors, DILG Regional / Provincial / City Directors and Others Concerned",06/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201716_45b0eb7002.pdf,Attendance to the 13th CBMS
1211,21st Course on Food Safety,MC2017-04,"All Provincial Governors, City Mayors and Municipal Mayors, DILG-ARMM Regional Governor, DILG Regional Directors and Others Concerned",10/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017110_f6c4a67c8c.pdf,21st Course on Food Safety
1210,Austism Consciousness Week (NAWC),MC2017-05,"All Provincial Governors,City and Municipal Mayors,Punong Barangays,DILG Regional Directors and Others Concerned",16/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017116_422e42d058.pdf,Austism Consciousness Week (NAWC)
1209,Drug Price Reference Index (DPRI),MC2017-06,"All Provincial Governors, City / Municipal Mayors,Punong Barangays,DILG Regional Directors and Others Concerned",16/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017116_2f2750389d.pdf,Drug Price Reference Index (DPRI)
1208,Guidelines on the Election of National Officers of the Philippine Councilors League for the Term 2016-2019,MC2017-07,"All PCL National, Regional and Provincial Officers,Members of Sangguniang Panlungsod and Sangguniang Bayan, DILG Regional Directors, ARMM Regional Governor,and Others Concerned",19/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017119_fbf2e05c40.pdf,Guidelines on the
1207,10th National Congress of the Philippine Councilors League,MC2017-08,"All City Mayors, Municipal Mayors, DILG Regional Directors, ARMM Regional Governor, and Others Concerned",19/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017119_a7371bc78f.pdf,10th National Congress
1206,27th National Convention of the Provincial Board Members League of the Philippines,MC2017-09,"All Provincial Governors, ARMM Regional Governor, DILG Regional Directors and Others Concerned",19/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017119_154d3490c7.pdf,27th National Convention
1205,24th National Convention of the Vice-Mayors' League of the Philippines,MC2017-10,"All City Mayors, Municipal Mayors, DILG Regional Directors, ARMM Regional Governor,and Others Concerned",19/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017119_ba574c5e8a.pdf,24th National Convention
1204,22nd National Congress and Election of National Executive Council of the National Movement of Young Legislators,MC2017-11,"All Provincial Governors, City and Municipal Mayors,ARMM Regional Governor, Presiding Officers of the Sanggunians, DILG Regional Directors and Others Concerned",24/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017119_2f292b0781.pdf,22nd National Congress
1203,Participation to the Global Youth Forum 2017,MC2017-12,All Provincial Governors and City and Municipal Mayors,27/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017124_7c37eb574e.pdf,Global Youth Forum 2017
1202,National Awareness Week for the Prevention of Child Sexual Abuse and Exploitation,MC2017-13,"All Provincial Governors, Regional Governor of ARMM, City Mayors, Municipal Mayors, Punong Barangays, and DILG Regional Directors and Others Concerned",27/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202428_9347e6366d.pdf,National Awareness Week
1201,Legal Adoption Campaign,MC2017-14,"All Provincial Governor, Regional Governor of ARMM, City Mayors, Municipal Mayors, Punong Barangays, and DILG Regional Directors and Others Concerned",27/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017127_6ce6ef71a5.pdf,Legal Adoption Campaign
1200,2016 Miss Universe Pageant in the Philippines,MC2017-15,All Concerned,27/01/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017127_408ee0a4cb.pdf,2016 Miss Universe Pageant in the Philippines
1199,"Exemption of Duly Registered Cooperatives from Payment of Applicable Taxes, Fees and Charges",MC 2017-16,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors, ARMM Regional Governor, and all others concerned",02/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201722_0bc6f14323.pdf,Exemption of Duly Registered
1198,"Implementing Rules and Regulations (IRR) of Republic Act No. 10754 entitled, ""An Act Expanding the Benefits and Privileges of Persons with Disabilities""",MC 2017-17,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",03/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201723_2de8dc8d0c.pdf,Republic Act No. 10754
1197,"Reiterating DILG Memorandum Circular No. 2005-63, dated June 28, 2005 entitled, ""Office for Senior Citizens Affairs""",MC 2017-18,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors, ARMM Regional Governor, and others concerned",03/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201723_4a49780ea3.pdf,Memorandum Circular No. 2005-63
1196,Implementasyon ng Kautusang Tagapagpaganap Blg. 335 ng Komisyon sa Wikang Filipino,MC 2017-19,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",03/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201723_ba63f4b837.pdf,Implementasyon ng Kautusang
1195,"Enjoining all Local Government Officials and Employees to strictly observe and comply with the prohibition against entering, staying and/or playing at gambling casinos",MC 2017-20,"All Provincial Governors, Vice Governors, City and Municipal Mayors, City and Municipal Vice Mayors, Members of the Sangguniang Panlalawigan, Panlungsod, Bayan and Barangay, Punong Barangays, All Government Personnel and Employees, DILG Regional Directors",03/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201723_64f3bb7ad0.pdf,Enjoining all Local
1194,"Conference on Sustainable Land Management to be held on February 8-9, 2017 at the Diamond Hotel, Roxas Boulevard, Manila",MC 2017-21,"All City Mayors, DILG Regional Directors and others concerned",03/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201723_4faf728c27.pdf,Conference on Sustainable
1193,2017 General Assembly of the League of Municipalities of the Philippines (LMP),MC 2017-22,"All Provincial Governors, Municipal Mayors, DILG Regional Directors, DILG ARMM Regional Secretary, and others concerned",03/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201723_aad4257ace.pdf,2017 General Assembly
1192,Suspension of LGU Imposition of Illegal Fees and Taxes,MC 2017-23,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors, DILG Field Officers, and all others concerned",06/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201726_daf7a320de.pdf,Suspension of LGU
1191,Inviting Nominations for 2017 United Nations Public Service Awards,MC 2017-24,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors, and others concerned",06/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201726_0157ede238.pdf,Inviting Nominations
1190,"2nd International Conference on Cordillera Studies Center (ICCSC2),to be held on July 12-14,2017 at the CAP John Hay Trade and Culture Center,Baguio City",MC2017-26,"All Provincial Governors,City Mayors,Municipal Mayors,DILG-ARMM Regional Governor,DILG Regional Directors and Others Concerned",10/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017210_f917cd873a.pdf,2nd International Conference
1189,Call for Application Entries to the 2017 Galing Pook Awards,MC2017-27,"All Provincial Governors,City Mayors,Municipal Mayors,Punong Barangays,ARMM Regional Governor,DILG Regional Directors and Others Concerned",10/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017210_77416ba46c.pdf,Call for Application Entries
1188,26th National Arts Month for February 2017,MC2017-28,All Concerned,10/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017210_4377df4276.pdf,26th National Arts
1187,Issuance/Renewal of Business Permits to Insurance Companies,MC2017-29,"All Provincial Governors,Vice Governors,City/Municipal Mayors,Vice Mayors,The Regional Governor of the Autonomous Region in Muslim Mindanao,DILG Regional Directors,and Others Concerned",10/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017210_a0b3176077.pdf,Issuance/Renewal
1186,Foreign Travel Authority On-Line System of Local Government Officials and Employees,MC2017-30,All Concerned,13/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017213_cb4f5477a3.pdf,Foreign Travel Authority
1185,Conduct of Barangay Assembly for the First Semester of CY 2017,MC2017-31,"All City and Municipal Mayors,Liga ng mga Barangay,Provincial, City and Municipal Chapter Presidents,Punong Barangays, DILG Regional Directors and ARMM Regional Governor",13/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017213_2db81ac656.pdf,Conduct of Barangay
1184,Policies and General Guidelines for the 2017 Citizen Satisfaction Index System (CSIS)Implementation in Municipalities,MC2017-32,"Municipal Mayors,DILG Regional Directors and Others Concerned",15/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017215_5c63589261.pdf,Policies and General
1183,"Addendum to DILG Memorandum Circular 2013-61 Re: Guidelines on the Barangay Registration Pursuant to Republic Act No. 10361 Otherwise Known as ""Domestic Workers Act""",MC2017-33,"All City / Municipal Mayors,Punong Barangays,All Sangguniang Concerned, DILG Regional Directors, ARMM Regional Governor and DILG Field Officers",16/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017216_10fab2f4e3.pdf,DILG Memorandum Circular 2013-61
1182,Policy on Government Hours and Administrative Offenses of Frequent Unauthorized Absences (Habitual Absenteeism); Tardiness in Reporting for Duty; and Loafing from Duty during Regular Office Hours,MC2017-34,,22/02/2017,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2017223_f6bdbd6ca2.pdf,Policy on Government Hours
